lesson_title,cefr_level,uuid,grammar_tags,vocabulary_tags,learning_language,content_type
Subjunction and cardinal numbers,A2,8809e8e3-c0ec-404f-b160-635a944b767d,"number_cardinal, verb:subjunctive_mood",going_out,English,by_yourself
Stressed,B1,dc0896f9-d474-40fd-a606-72c69e8e1e98,"pronoun:stressed, pronoun:relative","media, phones, theater_shows, space",English,cards
Indirect object,A1,9c7e49ab-34eb-4692-b204-1ac347de8d72,"pronoun:indirect_object, pronoun:interrogative, pronoun:possessive",nature_landscapes,English,Live
Impersonal,B1,4f19a39a-013e-4187-a866-5eb34cd4b239,"pronoun:impersonal, verb:gerund","public_transit_trains, traditions_celebrations",English,Live
Demonstrative,B1,82403b6e-5144-4ded-9fa4-a20bad88d41e,"determiner:demonstrative, pronoun:relative, noun:appreciative_derivation","house_rooms, university_academia",English,by_yourself
Present tense,C1,fe3733ab-9002-4b15-943c-67ab16e2293b,verb:present_tense,"art_design, love, money_banking, week_dates",English,section
Definite form,C1,28cc8310-6524-4676-a5ff-17472a6758a4,"noun:definite_form, pronoun:stressed, adjective","old_age, plants",English,by_yourself
Subjunctive mood,A2,b45f165e-8d04-4998-9f24-8409234ac379,verb:subjunctive_mood,"house_rooms, nature_landscapes, measurement_quantities, professions, argumentation",English,Live
Absolute superlative,A2,0519c52e-1b9a-4be9-8339-992d39ffd6b3,"adjective:absolute_superlative, adjective","crime_law, senses, cooking_tableware, public_transit_trains, colors",English,by_yourself
Superlative,B1,28b03bff-d853-4ac2-9778-76a34a37d24f,"adjective:superlative, adverb","non_understanding, locations_directions, old_age",English,section
Reflexive,C1,e67efde4-a994-4edb-820a-2ed0c2f16940,"pronoun:reflexive, verb:conditional_mood","personality_traits, art_design, money_banking, professions, physical_appearance",English,section
Adjectives 5,C2,5ebca72e-eddb-4d3e-b769-0d6bf7ab138a,adjective,"work_life, countryside",English,cards
Relative pronouns,A1,2a958823-475b-4057-80b4-cbd202ae37a9,"adverb, pronoun:relative","family, bikes, adulthood, planes_airports",English,Live
Infinitive,C1,b7d37fbb-e38d-47c3-b551-c457235af558,"verb:infinitive, number_ordinal, interjection","politics, nature_landscapes, senses, cooking_tableware, beverages",English,Live
Informal pronoun,C2,f5e0d4d9-92ce-4cbe-b1bd-a8ca4e0d0fe7,"pronoun:informal_pronoun, noun:definite_form",measurement_quantities,English,Live
Conditional mood,C2,eb58ac5d-2f40-43d0-af13-31e2d7f408fc,"verb:conditional_mood, pronoun:interrogative, verb:modal","outdoors, groceries_fruits_vegetables, internet",English,by_yourself
Superlative,B2,7094615e-b4ab-4b88-9ee8-38476434fcb2,adverb:superlative,"shapes, work_life, shopping, emotions_states",English,section
Conditional mood,B2,2559027d-4bf8-4f87-8c7c-0d9aa76e9ca7,"verb:conditional_mood, verb:gerund","groceries_animal_products, adulthood, politics, university_academia, vacation",English,by_yourself
Interrogatives (German),C1,8d6abe84-687c-4106-a5fb-a30201b8196b,pronoun:interrogative,"phones, emotions_states",German,section
Absolute superlative (German),B1,ba6fe3d2-1164-4c38-aea3-c88d022f89eb,"adjective:absolute_superlative, verb:future_tense","space, nations_geography, outdoors, locations_directions, traditions_celebrations",German,cards
Prepositions and pronouns (German),A2,15de36ac-fbea-468a-a295-f724bbdb0d1e,"preposition, pronoun:impersonal","non_understanding, week_dates, hobbies_games, love",German,Live
Progressive aspect (German),B1,0e2d11c4-7da4-4e1d-a655-e76e5b5374b1,verb:progressive_aspect,"materials, university_academia, emotions_states",German,by_yourself
Comparatives (German),A1,e818edcc-9cbf-4835-876a-069446a0a653,"adjective:comparative, adverb","public_transit_trains, locations_directions",German,cards
Irregular verbs (German),B1,9543e92a-96aa-451d-9dcc-583406576058,"verb:irregular, verb:conditional_mood, noun:definite_form","outdoors, groceries_fruits_vegetables, locations_directions, furniture_decor",German,by_yourself
Syntax (German),C1,68877648-7112-407c-a693-7cf94e8e16ef,"sentence:syntax, verb:infinitive","media, religions, money_banking, town_city, emotions_states",German,section
Superlatives (German),C1,2746f573-97ee-4c6b-8b5e-f90ec0a32aca,"adverb:superlative, determiner:definite_article","love, adulthood",German,Live
Indefinite form (German),B1,dd075fa8-97ea-4aa9-9704-abe6caa7bef9,noun:indefinite_form,"dishes, bikes",German,Live
Conditional mood (German),B2,863ba0bb-bbce-463b-8636-6b01b6eae7f3,verb:conditional_mood,"university_academia, theater_shows, crime_law, bikes, weather_climate",German,section
Partitive article (German),A2,d69dd2dd-b034-4a18-aa55-2533a19e12e0,determiner:partitive_article,"clock_time_of_day, religions, shopping, computers_hardware",German,by_yourself
Adjectives (German),C1,bc685c4c-ef7a-4758-aa5f-0a03330472aa,adjective,money_banking,German,cards
Adjectives and present (German),C1,df1666eb-558e-4a36-bb1a-705ea3fb7d22,"adjective, verb:present_tense",music,German,by_yourself
Participle (German),C2,42e0b41d-80b8-4baa-bb27-f8178168a6f0,verb:participle,"town_city, literature, numbers, public_transit_trains",German,section
Participle (German),A2,1630d712-608a-4e3f-9d7a-7c762f413d04,"verb:participle, determiner:demonstrative, adverb:comparative","film_tv, job_applications, clock_time_of_day, numbers, hygiene_cosmetics",German,cards
Nouns and prepositions (German),C1,63b3129a-5a4c-461c-a096-5273ef1398f6,"preposition, noun:definite_form, noun:appreciative_derivation","appliances, emotions_states",German,cards
Possessive (German),C1,22dcba78-db8c-4a57-822a-71af595fba8d,"pronoun:possessive, pronoun:reflexive, determiner:definite_article","media, yard_garden, furniture_decor, space, week_dates",German,section
Modal (German),B1,ef17bdfe-fdd7-47f3-9efa-9fa8e09ce551,"verb:modal, adjective:comparative","bikes, family",German,section
Dative case (German),A2,083aff9c-d992-4513-81d3-ec5306085197,"noun:dative_case, sentence:interrogative, pronoun:demonstrative","university_academia, hygiene_cosmetics",German,Live
Gender (German),B1,9aeec79a-dd37-478a-a987-11e2bcb67fbd,noun:gender,"old_age, numbers, sweets_desserts, public_transit_trains, literature",German,by_yourself
Conjunctions (German),C1,12d7f849-13a6-427c-805b-9af15a41732b,"conjunction, sentence:interrogative, verb:participle","computers_hardware, nature_landscapes, furniture_decor",German,cards
Singular (German),C2,819672d8-9ddd-4a5c-8ea6-6011a0463c39,"noun:singular, sentence:interrogative","polite_expressions, planes_airports, dishes, film_tv",German,section
Adverbs and gender (German),B2,e688c80d-2634-437d-8427-55d3050f1404,"adverb, noun:gender, verb:auxiliary","old_age, groceries_fruits_vegetables",German,section
Superlative (German),A2,a97044b8-ad91-4ee2-8659-ba6c805ad301,adverb:superlative,religions,German,section
Direct object (German),A2,f1124235-e974-4f27-ade9-7418ba18d8ec,"pronoun:direct_object, verb:future_tense","public_transit_trains, family, countryside, traveling",German,cards
Informal pronoun (German),C2,483f2fa3-9057-48c2-9cfb-4d934a8a64b6,"pronoun:informal_pronoun, verb:imperfect_aspect, verb:conditional_mood","measurement_quantities, non_understanding, appliances",German,by_yourself
Appreciative derivation (German),B1,ab734782-a691-4bd3-9b1f-be13d9b563a3,"noun:appreciative_derivation, noun:genitive_case, pronoun:direct_object",business,German,by_yourself
Interjections (German),C1,1c100031-cd0a-44a3-a6d1-d5ab819835dd,"interjection, verb:finite","routines_habits, argumentation, traveling, family",German,Live
Progressive aspect (German),B2,b1604594-2d42-41af-a3e8-909d84079df0,verb:progressive_aspect,"town_city, beverages, natural_sciences, clothes_shoes, compliments",German,section
Dative case (German),C1,89e7c018-bafc-4ec2-9cc7-6bc2574ddb08,"noun:dative_case, noun:appreciative_derivation, verb:modal","phones, art_design, internet, languages, physical_appearance",German,by_yourself
Definite form (German),C1,c4b09795-b171-4838-9e12-c5b083368204,noun:definite_form,"hygiene_cosmetics, devices_tools_gadgets, groceries_fruits_vegetables, animals_wild",German,section
Interrogative (German),C1,6a350c7c-4ad6-438d-a992-5e31dd04e1cc,"sentence:interrogative, preposition","emotions_states, body",German,section
Stressed (German),C2,64277587-c3d8-4633-9ad6-7034aced23ce,pronoun:stressed,"week_dates, phones",German,cards
Gender (German),B1,704ab45e-625d-4285-87e2-fb3899f6900d,noun:gender,"house_rooms, university_academia, dining_restaurants, body",German,section
Comparative (German),C2,5556600f-81ce-43aa-b1d6-6fd8c9126566,adverb:comparative,"public_transit_trains, crime_law, hotels_accomodation",German,section
Numbers (German),B2,b916bcf4-6a08-49fa-9de3-43d50968953e,"number_cardinal, noun:dative_case, adjective:comparative","physical_appearance, compliments",German,section
Progressive aspect (German),C2,a6064111-ced6-4cde-a8cf-7ecbbd81696b,verb:progressive_aspect,"childhood, space, countryside",German,cards
Finite (German),C1,7df4e37f-f427-4bcc-861b-45a2f3b85040,"verb:finite, determiner:indefinite_article, pronoun:stressed",hygiene_cosmetics,German,cards
Participle (German),C2,be6b2715-ab18-4e4b-9583-65e79eb37850,verb:participle,"film_tv, personality_traits, hygiene_cosmetics, dining_restaurants, art_design",German,by_yourself
Gender (German),C1,862659ae-fe11-463e-80a6-f509fbb4f2d8,noun:gender,"nations_geography, theater_shows, groceries_fruits_vegetables, natural_sciences, shopping",German,section
Interrogative (German),A2,01cfa170-adbb-4b8e-96ce-109aa433ecec,"sentence:interrogative, verb:auxiliary","measurement_quantities, theater_shows, emotions_states, colors, nations_geography",German,cards
Singular (German),A2,8de3cf27-1d94-4efe-8eb9-ca2b6a64777c,"noun:singular, verb:finite","vacation, accidents_catastrophes, personality_traits, sports_exercise",German,by_yourself
Passive voice (German),A2,a2c9ca13-a9fc-4bf4-9989-e03447b64bf9,verb:passive_voice,"shapes, groceries_grains",German,Live
Ordinal numbers (German),A2,d6d5a753-45a3-4c25-8b59-4bbc6572adf8,number_ordinal,"art_design, hobbies_games, sports_exercise, illness_injury, friends",German,Live
Prepositions and adjectives (German),A2,995105b9-947f-4281-aa33-da69426e8cc1,"preposition, adjective:superlative, pronoun:possessive","personality_traits, media, outdoors",German,Live
Infinitive (German),B1,f1b52577-7e3a-4d9f-97eb-b8ed7535742c,"verb:infinitive, verb:future_tense, noun:plural","dining_restaurants, colors, university_academia",German,Live
Infinitive (German),C1,8cfb161f-2be8-420c-b48a-6960be01cd52,verb:infinitive,"film_tv, shopping, shapes, planes_airports",German,Live
Cardinal numbers and weather (German),A1,2c7fce56-85cd-40f8-899a-18489c54e15a,"number_cardinal, verb:auxiliary",weather_climate,German,by_yourself
Indefinite form (German),B1,7d2f231b-ec8b-4337-b40e-c4b62132caec,"noun:indefinite_form, determiner:indefinite_article, pronoun:personal","literature, theater_shows",German,Live
Prepositions and possessives (German),B1,85f31362-e552-4929-a6f7-287b5de2d918,"preposition, pronoun:possessive, verb:passive_voice","groceries_fruits_vegetables, dining_restaurants, week_dates",German,section
Nominative case (German),A2,b4800835-bd9a-4cb3-ac2d-73c3c353dedd,noun:nominative_case,"personality_traits, numbers",German,by_yourself
Gender (German),C1,b1af2e36-68db-4c49-b8c8-e8ab5dea1c3e,"noun:gender, adjective:superlative","accidents_catastrophes, week_dates, illness_injury",German,cards
Impersonal (German),C1,696d3088-c718-4a42-b32d-eaf99f32753e,"pronoun:impersonal, verb:infinitive, verb:finite","music, crime_law, animals_wild",German,by_yourself
Genitive case (German),A2,748f2675-0499-4544-abcc-bd4bac3d2c91,"noun:genitive_case, verb:gerund, noun:dative_case","town_city, furniture_decor, colors, plants",German,cards
Plural (German),C2,63cd5fb0-0a4e-449c-b8d4-ebed2092db42,"noun:plural, verb:future_tense","compliments, non_understanding, vacation, polite_expressions, music",German,cards
Plural (German),A2,96315699-8577-4def-bb02-2174d37a6215,noun:plural,"love, clock_time_of_day, death, house_rooms, phones",German,by_yourself
Gender (German),C2,27b11038-c2e0-483e-bedc-b3f1caafe077,noun:gender,"religions, dining_restaurants, non_understanding, body, weather_climate",German,cards
Finite (German),C1,ddb94ef4-26c5-4b15-ab31-ffae166ca960,"verb:finite, pronoun:indefinite, noun:accusative_case",nations_geography,German,Live
Indefinite (German),C2,c3cf4196-70b1-479a-8804-e14f4751fa82,"pronoun:indefinite, noun:dative_case, sentence:syntax","shapes, space, routines_habits, personality_traits",German,cards
Modal (German),A2,cbd8a916-6c5f-48b9-80ca-b57ff814fede,"verb:modal, pronoun:indefinite, noun:gender","film_tv, phones, hygiene_cosmetics, space, bikes",German,Live
Dative case (German),C2,1b1f9c34-57d8-459c-a936-30a535c81d57,"noun:dative_case, noun:appreciative_derivation, determiner:definite_article","body, housework, colors",German,cards
Possessive (German),A1,f81f9e54-b55d-469f-838e-9ea7d93a3f5c,pronoun:possessive,"religions, body",German,section
Past tense (German),C2,6e9ef0c6-e528-4dbf-92f9-57487f3cef38,"verb:past_tense, verb:imperfect_aspect","measurement_quantities, phones, professions",German,by_yourself
Present tense (German),C1,69e86f30-d169-4873-9f5d-e8e95398c782,"verb:present_tense, adjective:superlative","senses, animals_domesticated, polite_expressions, clothes_shoes",German,section
Dative case (German),C1,8e8bba9b-cc6f-47d4-ac37-9844537b2322,"noun:dative_case, sentence:syntax","colors, old_age, outdoors, weather_climate",German,section
Absolutes and prepositions (German),A2,b31dd024-a4d4-4a45-8aaa-2641b4d98254,"preposition, adjective:absolute_superlative",routines_habits,German,section
Finite (German),B2,266f266a-18cf-431d-b9d7-5b142022b895,"verb:finite, verb:auxiliary, number_cardinal","countryside, dining_restaurants, cooking_tableware",German,cards
Syntax (German),C1,3b2c5e52-7abf-4118-bbb1-cead5184fc88,sentence:syntax,"friends, clock_time_of_day, colors",German,Live
Demonstrative (German),B1,db593857-bbad-4e6f-b554-c864a9731e26,"determiner:demonstrative, adjective:absolute_superlative","animals_domesticated, materials, dishes, colors, accidents_catastrophes",German,by_yourself
Indefinite form (German),A2,15569a89-5599-4e57-bf8b-9821b3948b65,"noun:indefinite_form, determiner:possessive, pronoun:formal_pronoun",physical_appearance,German,section
Present tense (German),C1,96583617-c641-478a-be41-f9d2aa3ae99a,"verb:present_tense, determiner:indefinite_article",dishes,German,by_yourself
Ordinal numbers 2 (German),B1,31e8b915-5c3b-4a9c-abb4-8d88b37bc50b,number_ordinal,"devices_tools_gadgets, clock_time_of_day",German,Live
Superlative (German),A2,031df5dd-323c-49cf-851d-3b29de176972,"adjective:superlative, adjective:comparative","art_design, senses, nature_landscapes, appliances, argumentation",German,by_yourself
Stressed (German),C1,d97c8d1d-da09-4201-882f-f373731771d0,"pronoun:stressed, pronoun:formal_pronoun, noun:nominative_case",theater_shows,German,section
Indefinite (German),B2,a6b0e70f-542e-4bb5-9bb9-71b543137144,"pronoun:indefinite, verb:participle, determiner:partitive_article","sweets_desserts, friends",German,Live
Definite form (German),C2,b3542687-981d-468f-bb36-3f134af398d3,"noun:definite_form, noun:appreciative_derivation",describing_objects,German,Live
Nominative case (German),C2,709eaf72-01f4-4b0c-bb2a-a5e6b17cdbca,noun:nominative_case,"languages, traditions_celebrations, old_age, groceries_fruits_vegetables, adulthood",German,by_yourself
Auxiliary (German),C2,3e9f8bf9-31a2-4b33-ab25-da7f239bd186,"verb:auxiliary, pronoun:indirect_object, pronoun:direct_object","animals_wild, greetings_goodbyes, money_banking, crime_law",German,cards
Partitive article (German),C1,610a0693-d3d8-458d-92c1-96f908abcd0d,"determiner:partitive_article, noun:genitive_case, verb:present_tense","town_city, countryside",German,section
Demonstrative (German),C1,058c112b-0078-4c2f-bf02-28ff5982675b,determiner:demonstrative,"going_out, furniture_decor, beverages, hygiene_cosmetics",German,cards
Indirect object (German),A1,ef7e6c7f-f5aa-4e25-bb22-f24eaad8d842,"pronoun:indirect_object, noun:genitive_case, verb:passive_voice",bikes,German,by_yourself
Interjections (German),A1,23517328-89ed-4463-ac28-274cb4ea6b4d,interjection,"adulthood, devices_tools_gadgets",German,Live
Comparative (German),A2,321785d6-8e22-40c0-9d04-ca9b48f69a81,"adjective:comparative, pronoun:reflexive","nature_landscapes, emotions_states, media",German,section
Imperfect aspect (German),C2,211ba62d-c541-42af-ae9f-191cb610fb06,"verb:imperfect_aspect, verb:gerund","money_banking, art_design",German,cards
Gerund (German),A1,2b9f40e8-7dde-4ca0-885a-4da379bdca3f,"verb:gerund, adjective:absolute_superlative, sentence:interrogative",outdoors,German,cards
